idimplantation,usual_name,Vocable,lat,lng,location_granularity,Diocese,nbfact,date_startC_Fact,date_stopC_Fact,DureeSFact,date_startStatut,date_stopStatut,DureeStatut
1175,Cormery,Saint Paul,47.2689085,0.836593,precise,Tours,1,NA,NA,NA,NA,NA,NA
1176,Saint-Germain (d. St-Jean-d'Angély),Saint Germain,45.9230973,-0.4246026,precise,Saintes,1,NA,NA,NA,NA,NA,NA
1177,"Nouic, Saint-Nicolas (Charroux)",Saint Nicolas,46.0824929,0.8939165,approximative,Limoges,6,1182.5,1800,617.5,1154,1800,646
1182,Saint-Claude,Saint-Pierre-Saint-Paul-Saint-André,46.386562,5.866657,precise,Lyon,7,430,1800,1370,430,1800,1370
1183,Doue,Saint Jacques,45.039888,3.947444,precise,Le Puy,1,NA,NA,NA,NA,NA,NA
1184,Sauxillanges,Saint Pierre,45.5510251,3.3730763,precise,Clermont,9,910,1800,890,910,1800,890
1185,Clavas,Notre-Dame,45.222002,4.469385,precise,Le Puy,7,1177.5,1800,622.5,1176,1800,624
1186,La Séauve-Bénite,Notre-Dame,45.293809,4.249712,precise,Le Puy,9,1100,1800,700,1100,1800,700
1187,Mègemont,Notre-Dame,45.497383,3.086363,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1188,La Vassin,NA,45.439717,2.676808,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1189,L'Eclache,NA,45.748495,2.692463,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1190,Montpeyroux,NA,45.941413,3.52024,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1191,Bellaigue,NA,46.159859,2.704024,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1192,Feniers,NA,45.32362,2.771239,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1193,Le Bouchet,NA,45.606018,3.245928,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1194,Bellecombe 1,NA,45.085261,4.144202,approximative,Le Puy,4,1024.5,1209,184.5,1021,1209,188
1195,La Valette 1,NA,45.212613,2.229048,precise,Clermont,1,NA,NA,NA,NA,NA,NA
1196,La Bénisson-Dieu,Bénisson-Dieu,46.151279099999996,4.0454738,precise,Lyon,7,1138,1791,653,1138,1791,653
1197,Maltaverne,NA,46.147902,4.077297,approximative,Lyon,5,1290,1800,510,1290,1800,510
1198,Briennon,Saint Révérien,46.1482043,4.0878431,precise,Lyon,11,1066,1800,734,1066,1800,734
1199,Noailly,Saint Pierre,46.141733,4.004451,approximative,Lyon,8,959,1791,832,959,1791,832
1200,Charlieu,Saint Etienne et saint Fortunat,46.157834,4.1686211,precise,Mâcon,12,875,1790,915,875,1789,914
1201,Anzy-le-Duc,"Sainte Croix, sainte Trinité, sainte Marie",46.3209906,4.0623333,precise,Autun,9,870,1791,921,870,1791,921
1202,"Fresnoy ou Grandfresnoy, Saint-Sauveur (Charroux)",Saint Sauveur,49.37645,2.658516,approximative,Beauvais,12,830,1780,950,830,1780,950
1203,Lesterps,Saint Pierre,46.0104283,0.7806616,precise,Limoges,11,975,1800,825,975,1800,825
1204,La Couture,Saint Pierre et Paul,48.0022337,0.2003928,precise,Le Mans,2,1243,1243,0,NA,NA,NA
1205,Vézelay 1,Notre-Dame,47.4581691,3.7655351,precise,Autun,8,819.5,878,58.5,819,878,59
1206,Genouillé (église Charroux),NA,46.101057,0.338457,approximative,Poitiers,3,1050,1800,750,1050,1800,750
1207,Messeux (Charroux),NA,46.006104,0.323533,approximative,Saintes,2,1050,1800,750,1050,1800,750
1208,"Cressé, Saint-Sauveur (Charroux)",Saint Sauveur,45.915924,-0.211637,approximative,Saintes,9,783,1779,996,783,1779,996
1209,Moutiers-Saint-Jean (Réôme) 1,Inconnu,47.546929,4.202143,commune,Langres,9,450,1080,630,450,820,370
1210,"Chalon-sur-Saône, Saint-Cosme-et-Saint-Damien","Saint Cosme, saint Damien",46.7810138,4.8462437,precise,Chalon,8,925,1790,865,925,1790,865
1211,"Salins, Saint-Anatoile","Saint Anatoile, saint Symphorien et sainte Agathe",46.9357493,5.8793898,precise,Besançon,14,1000,1790,790,1000,1790,790
1212,"Nevers, Saint-Etienne",Saint Etienne,46.9919425,3.1646418,precise,Nevers,12,602.5,1791,1188.5,590,1791,1201
1213,"Ruffec-le-Château, prieuré Saint-Martial",Saint Martial,46.6286685,1.1729717,precise,Bourges,1,NA,NA,NA,NA,NA,NA
1214,Chaalis,NA,49.1475752,2.6866568,precise,Beauvais,10,710,1787,1077,710,1787,1077
1215,Mello,Sainte Marie-Madeleine,49.277427,2.374613,commune,Beauvais,5,1100,1800,700,1100,1800,700
1216,Saint-Père-sous-Vézelay (église),Saint Père (= saint Pierre),47.4576033,3.764473,precise,Autun,5,650.5,1800,1149.5,501,1800,1299
1217,"Avallon, Sainte-Marie et Saint-Lazare",Sainte Marie et saint Lazare,47.4862078,3.9079714,precise,Autun,12,850,1790,940,850,1790,940
1218,Argilly,Assomption et saint Hippolyte,47.0692755,5.0114567,precise,Autun,5,1134,1800,666,1288,1800,512
1219,Fleys (église),Saint Symphorien,47.8150236,3.8626621,precise,Autun,2,1102,1800,698,1102,1800,698
1220,Fontenay-près-Vézelay (église),Saint Germain,47.4141457,3.737845,precise,Autun,4,859,1800,941,859,1800,941
1221,Blannay (église),Saint Pierre,47.5296991,3.7815651,precise,Autun,2,1102,1800,698,1102,1800,698
1222,Hauteville (ou Hautevelle),Saint Laurent,46.543274,3.851193,approximative,Autun,6,1201,1567,366,1201,1567,366
1223,"Avallon, Saint-Martin",Saint Martin,47.4908082,3.9133654,precise,Autun,11,875,1774,899,875,1600,725
1224,Vaour,NA,44.0692714,1.8027208,precise,Albi,2,817,817,0,NA,NA,NA
1225,Saint-Ciers-la-Lande,NA,45.2912342,-0.6104348,precise,Bordeaux,3,1118,1800,682,1118,1800,682
1226,Yzeure,Saint Pierre,46.566823,3.3549198,precise,Autun,8,886,1791,905,886,1791,905
1227,Avosnes,NA,47.368962,4.633166,approximative,Langres,8,1020,1791,771,1160,1791,631
1228,"Châtillon-sur-Seine, Le Petit Temple",Saint Thibaut,47.8563873,4.5681968,precise,Langres,8,1020,1791,771,1145,1791,646
1229,"Dijon, Le Petit Temple",NA,47.323074,5.037383,approximative,Langres,8,817,1791,974,1168,1791,623
1230,Fontenottes,Sainte Pétronille,47.519101,5.179096,precise,Langres,10,1020,1791,771,1060,1791,731
1231,Montmorot,NA,47.604829,4.900442,approximative,Langres,8,1020,1791,771,1294,1791,497
1232,Voulaines,NA,47.82,4.7791667,precise,Langres,8,1020,1791,771,1163,1791,628
1233,Épailly,Saint Georges,47.930695,4.7184908,precise,Langres,8,1020,1791,771,1209,1791,582
